#	1	10	100	1000	10000	100000	1000000	
1	26226	20069	25874	32040	44679	128226	961969	
2	22503	21793	21433	29848	44202	129429	973092	
3	22977	22607	22335	28479	43920	125553	960697	
4	24717	21172	22408	26797	47733	134036	958985	
5	20131	22674	21256	27611	44889	144225	950674	
6	23803	19774	23917	28425	44438	133627	962638	
7	23692	22943	24835	28036	46398	130536	972570	
8	22486	20509	22671	28124	48101	134541	976150	
9	20123	21172	20795	26654	49415	134249	976879	
10	24919	22541	22303	28482	47842	138930	973131	
