#	1	10	100	1000	10000	100000	1000000	
1	21693	21794	22090	28208	40821	115024	829446	
2	23609	21977	22256	32249	44188	121180	833611	
3	20801	23334	26985	27692	42931	116009	854036	
4	21983	20966	22404	29252	44746	121586	836211	
5	23195	24167	20463	28592	42823	121590	843766	
6	25246	21234	22230	28063	41996	126312	840940	
7	23421	22126	21421	29300	45709	116877	847087	
8	19611	21512	21906	26782	42335	115745	843816	
9	22976	21116	21039	31570	41720	120013	838641	
10	19564	21632	21422	28001	42757	116603	836518	
