#	1	10	100	1000	10000	100000	1000000	
1	21084	20574	21062	27389	45081	104476	730893	
2	23217	20837	25596	26658	39594	107803	733028	
3	22874	21395	23704	28351	45723	108579	731206	
4	24724	21862	23738	27840	40641	109742	722687	
5	20807	20449	21871	28005	45352	102673	735595	
6	20321	20088	25513	26198	41549	108142	726709	
7	22057	23128	23394	27695	43315	105850	727450	
8	22705	20832	25961	28400	41962	111313	729687	
9	20140	20537	22599	26822	45083	105457	749222	
10	22320	29598	22178	26828	42004	104215	726481	
