#	1	10	100	1000	10000	100000	1000000	
1	19962	21137	19799	26444	42932	136319	1111334	
2	23053	26319	24313	26505	39601	140056	1093131	
3	21057	21507	23674	31506	40450	142880	1080970	
4	22060	22090	23691	27717	42028	139937	1085780	
5	21377	23057	24440	27559	42565	141041	1100610	
6	20612	21079	22488	25878	42039	137437	1088347	
7	22612	21701	22906	28232	43603	140885	1090982	
8	21936	22795	22556	28285	47261	137247	1092436	
9	20715	21786	23881	29175	41858	138466	1098536	
10	22154	21253	23076	27682	43787	138600	1087282	
