#	1	10	100	1000	10000	100000	1000000	
1	4096	12288	110592	778240	1572864	1638400	1658880	
2	4096	12288	110592	778240	1572864	1638400	1658880	
3	4096	12288	110592	778240	1572864	1638400	1658880	
4	4096	12288	110592	778240	1572864	1638400	1658880	
5	4096	12288	110592	778240	1572864	1638400	1658880	
6	4096	12288	110592	778240	1572864	1638400	1658880	
7	4096	12288	110592	778240	1572864	1638400	1658880	
8	4096	12288	110592	778240	1572864	1638400	1658880	
9	4096	12288	110592	778240	1572864	1638400	1658880	
10	4096	12288	110592	778240	1572864	1638400	1658880	
