#	1	10	100	1000	10000	100000	1000000	
1	34509	35365	36387	44869	75287	163252	1023855	
2	33083	33392	35181	45422	75752	162592	1010360	
3	34428	35622	38751	52122	80710	170826	1011362	
4	33139	34946	33687	47273	79310	166214	1009906	
5	30899	30488	32372	46175	76699	172399	1019984	
6	32010	34707	33216	49723	75698	171249	1020465	
7	32467	33390	36579	51223	76465	168873	1024694	
8	39327	34493	36922	51366	75808	169895	1003674	
9	34723	33217	36066	49454	79650	171911	1013652	
10	31427	34103	33962	50682	76815	171396	1027089	
