#	1	10	100	1000	10000	100000	1000000	
1	4096	12288	110592	741376	1327104	1347584	1384448	
2	4096	12288	110592	741376	1327104	1347584	1384448	
3	4096	12288	110592	741376	1327104	1347584	1384448	
4	4096	12288	110592	741376	1327104	1347584	1384448	
5	4096	12288	110592	741376	1327104	1347584	1384448	
6	4096	12288	110592	741376	1327104	1347584	1384448	
7	4096	12288	110592	741376	1327104	1347584	1384448	
8	4096	12288	110592	741376	1327104	1347584	1384448	
9	4096	12288	110592	741376	1327104	1347584	1384448	
10	4096	12288	110592	741376	1327104	1347584	1384448	
