#	1	10	100	1000	10000	100000	1000000	
1	135168	135168	135168	811008	1486848	1486848	1486848	
2	135168	135168	135168	811008	1486848	1486848	1486848	
3	135168	135168	135168	811008	1486848	1486848	1486848	
4	135168	135168	135168	811008	1486848	1486848	1486848	
5	135168	135168	135168	811008	1486848	1486848	1486848	
6	135168	135168	135168	811008	1486848	1486848	1486848	
7	135168	135168	135168	811008	1486848	1486848	1486848	
8	135168	135168	135168	811008	1486848	1486848	1486848	
9	135168	135168	135168	811008	1486848	1486848	1486848	
10	135168	135168	135168	811008	1486848	1486848	1486848	
