#	1	10	100	1000	10000	100000	1000000	
1	135168	135168	135168	811008	1757184	1757184	1757184	
2	135168	135168	135168	811008	1757184	1757184	1757184	
3	135168	135168	135168	811008	1757184	1757184	1757184	
4	135168	135168	135168	811008	1757184	1757184	1757184	
5	135168	135168	135168	811008	1757184	1757184	1757184	
6	135168	135168	135168	811008	1757184	1757184	1757184	
7	135168	135168	135168	811008	1757184	1757184	1757184	
8	135168	135168	135168	811008	1757184	1757184	1757184	
9	135168	135168	135168	811008	1757184	1757184	1757184	
10	135168	135168	135168	811008	1757184	1757184	1757184	
