#	1	10	100	1000	10000	100000	1000000	
1	20661	19810	21565	28693	48122	170463	1376908	
2	22175	21785	23379	27530	49192	168425	1377089	
3	23796	22083	21974	26872	47163	175643	1412084	
4	21249	20211	22576	29712	43977	174397	1371856	
5	21882	21675	27856	27524	43891	168712	1375705	
6	21808	20851	27212	28782	46825	166317	1372106	
7	21164	20634	24174	29795	44221	165658	1378091	
8	20634	22571	23786	28249	44341	166195	1368871	
9	22384	21625	21971	27607	44617	171330	1390954	
10	23080	23416	22107	27140	43973	167290	1384532	
