#	1	10	100	1000	10000	100000	1000000	
1	135168	135168	135168	811008	1622016	1622016	1622016	
2	135168	135168	135168	811008	1622016	1622016	1622016	
3	135168	135168	135168	811008	1622016	1622016	1622016	
4	135168	135168	135168	811008	1622016	1622016	1622016	
5	135168	135168	135168	811008	1622016	1622016	1622016	
6	135168	135168	135168	811008	1622016	1622016	1622016	
7	135168	135168	135168	811008	1622016	1622016	1622016	
8	135168	135168	135168	811008	1622016	1622016	1622016	
9	135168	135168	135168	811008	1622016	1622016	1622016	
10	135168	135168	135168	811008	1622016	1622016	1622016	
