#	1	10	100	1000	10000	100000	1000000	
1	22067	23601	20997	27627	42846	101264	655969	
2	20440	22771	20999	27130	40481	95132	646317	
3	24038	21981	21575	27141	40842	98737	655922	
4	24819	21441	21726	31701	46457	99845	653669	
5	21453	21483	25308	28038	37664	95388	662250	
6	21054	21643	25414	27664	39425	97514	645373	
7	23020	20420	21534	30749	42032	95615	649598	
8	22536	24364	21701	28562	40274	95037	643991	
9	22880	24890	22131	27359	37598	98153	667657	
10	24306	22362	23033	30780	43965	93087	645065	
