#	1	10	100	1000	10000	100000	1000000	
1	23987	19849	23649	29273	41273	127287	995805	
2	21295	24605	22313	27579	39135	126749	990139	
3	21897	25016	22941	28124	42039	130807	987280	
4	21803	21282	25446	28385	40120	131012	993096	
5	20989	22683	25601	31275	41216	130784	993432	
6	22500	23147	26818	28224	40369	125000	980700	
7	24173	22690	24307	28378	38474	125245	993314	
8	21271	21048	21880	28125	38959	128867	991157	
9	21539	19892	21322	29999	40683	130817	992793	
10	21808	23651	25039	32944	40488	131772	987132	
