#	1	10	100	1000	10000	100000	1000000	
1	135168	135168	135168	811008	1216512	1216512	1298432	
2	135168	135168	135168	811008	1216512	1216512	1298432	
3	135168	135168	135168	811008	1216512	1216512	1298432	
4	135168	135168	135168	811008	1216512	1216512	1298432	
5	135168	135168	135168	811008	1216512	1216512	1298432	
6	135168	135168	135168	811008	1216512	1216512	1298432	
7	135168	135168	135168	811008	1216512	1216512	1298432	
8	135168	135168	135168	811008	1216512	1216512	1298432	
9	135168	135168	135168	811008	1216512	1216512	1298432	
10	135168	135168	135168	811008	1216512	1216512	1298432	
