#	1	10	100	1000	10000	100000	1000000	
1	35838	32116	33594	44950	69242	153037	890014	
2	37134	34644	39233	50075	71432	149085	880714	
3	31217	30871	32054	44815	69801	152923	885781	
4	32343	34714	35289	45237	69992	146787	873379	
5	33277	35206	41565	49937	75149	160504	996245	
6	35265	35903	38678	46863	73197	164318	948011	
7	35548	35000	33718	44374	67443	150666	883438	
8	33555	32376	35297	48160	72122	159066	884262	
9	32330	33870	36493	45919	68200	156157	912914	
10	34187	33831	33697	45080	70703	151317	879122	
