#	1	10	100	1000	10000	100000	1000000	
1	33623	37388	32844	49836	66200	117928	612273	
2	31721	33891	36513	48468	64903	133857	613136	
3	35552	32882	34917	58411	69451	119828	611939	
4	37521	33370	33765	50521	63723	117774	616176	
5	36924	35324	38398	51870	74573	124579	664193	
6	33801	40255	42970	53526	63246	120599	628580	
7	35280	33659	36278	48406	71418	121090	652982	
8	33157	33228	33184	50243	61998	121315	608313	
9	31723	32402	37492	49748	66379	118489	617529	
10	37859	36180	35179	48718	75989	133356	638703	
