#	1	10	100	1000	10000	100000	1000000	
1	4096	12288	110592	761856	1495040	1536000	1564672	
2	4096	12288	110592	761856	1495040	1536000	1564672	
3	4096	12288	110592	761856	1495040	1536000	1564672	
4	4096	12288	110592	761856	1495040	1536000	1564672	
5	4096	12288	110592	761856	1495040	1536000	1564672	
6	4096	12288	110592	761856	1495040	1536000	1564672	
7	4096	12288	110592	761856	1495040	1536000	1564672	
8	4096	12288	110592	761856	1495040	1536000	1564672	
9	4096	12288	110592	761856	1495040	1536000	1564672	
10	4096	12288	110592	761856	1495040	1536000	1564672	
