#	1	10	100	1000	10000	100000	1000000	
1	32059	33232	32601	48195	63167	157717	1030718	
2	32712	36901	34420	46452	66206	154799	1024535	
3	33196	32961	35037	46676	66736	152550	1024634	
4	32531	32832	37743	46418	64678	157566	1028628	
5	32976	31836	34078	49972	69411	157153	1023684	
6	34074	32004	33652	46653	62817	157770	1021800	
7	31896	32912	32186	47012	65173	154448	1036695	
8	33607	35612	33294	48746	70825	157268	1033576	
9	31573	36518	34023	47483	67077	157681	1019630	
10	33213	33291	35158	46937	69532	153753	1019573	
