#	1	10	100	1000	10000	100000	1000000	
1	33467	37015	39699	56195	79811	189609	1179330	
2	33604	33200	35913	52211	80510	186864	1199736	
3	32141	33648	33642	46828	79477	186738	1194619	
4	32306	33529	34226	52491	78151	187237	1199346	
5	33587	32637	34680	52474	77114	185608	1169799	
6	38256	31735	35776	55874	78787	191792	1258595	
7	34220	34761	41260	53816	85602	195569	1216479	
8	33504	36771	34761	51641	82370	190321	1188394	
9	34074	35043	34540	47187	76974	182055	1217088	
10	34308	37555	34809	56240	80927	187085	1165792	
