#	1	10	100	1000	10000	100000	1000000	
1	20694	19329	21005	28574	45041	155802	1228558	
2	24512	24756	23477	26508	43161	148875	1218833	
3	22221	21309	23902	29037	46926	151055	1227997	
4	20655	21732	21581	32172	43396	148962	1222686	
5	24911	21070	26655	30705	44029	152806	1223492	
6	22444	22362	21744	27035	41701	151542	1212087	
7	25177	22100	21426	26788	43537	151265	1241364	
8	21600	22539	22195	26167	47839	153340	1219649	
9	22255	23017	28091	29425	41761	148529	1226841	
10	26566	27496	22693	26762	42146	151881	1227957	
