#	1	10	100	1000	10000	100000	1000000	
1	33626	31735	34697	43422	64498	184314	1278627	
2	34825	38917	34359	47596	65542	177792	1293756	
3	31324	32722	33181	48569	69744	185329	1270706	
4	30927	34248	36743	46991	68905	176117	1275060	
5	31638	33171	36021	43021	66023	183188	1275531	
6	34124	33218	33996	47521	74923	178939	1259404	
7	37150	32716	32787	50013	67589	181899	1259877	
8	31123	32522	33691	48189	66700	183368	1270451	
9	34281	31937	35768	45758	70420	184288	1254488	
10	31810	32485	32825	46971	68276	181249	1257814	
