#	1	10	100	1000	10000	100000	1000000	
1	35598	32957	36444	50872	78347	259552	1937818	
2	37001	30674	37514	52225	85906	268431	1911641	
3	36937	35525	39903	50526	80397	277704	1922670	
4	34668	33112	39645	48195	79196	249693	1852933	
5	36991	32299	35729	46873	75573	252942	1801013	
6	32540	39072	33300	46559	72793	249180	1822180	
7	32604	30739	35198	45356	78084	245642	1818547	
8	33363	31926	34449	47773	76060	259179	1813867	
9	33553	31372	33531	51021	75675	247944	1808755	
10	32889	33445	34139	48943	79573	235494	1814336	
