#	1	10	100	1000	10000	100000	1000000	
1	4096	12288	110592	753664	1413120	1454080	1503232	
2	4096	12288	110592	753664	1413120	1454080	1503232	
3	4096	12288	110592	753664	1413120	1454080	1503232	
4	4096	12288	110592	753664	1413120	1454080	1503232	
5	4096	12288	110592	753664	1413120	1454080	1503232	
6	4096	12288	110592	753664	1413120	1454080	1503232	
7	4096	12288	110592	753664	1413120	1454080	1503232	
8	4096	12288	110592	753664	1413120	1454080	1503232	
9	4096	12288	110592	753664	1413120	1454080	1503232	
10	4096	12288	110592	753664	1413120	1454080	1503232	
