#	1	10	100	1000	10000	100000	1000000	
1	32978	33098	35545	59554	73224	129901	736992	
2	41441	40045	39405	54694	78068	140583	732242	
3	34908	36379	44520	52204	77817	136888	763680	
4	36075	34744	34033	51715	64278	127917	682785	
5	35087	32613	33365	52715	65485	129066	674507	
6	34774	32905	34186	51248	66883	127251	669927	
7	36248	33526	36172	46866	64705	132802	669249	
8	37512	33785	33802	50968	68384	137102	680974	
9	34314	32224	32378	51115	64812	127978	683780	
10	33236	33800	34032	50957	64868	129348	665886	
