#	1	10	100	1000	10000	100000	1000000	
1	22165	19757	21644	28205	52694	165625	1173945	
2	22301	21757	22682	30991	48904	151381	1131160	
3	26197	20861	23159	28023	51231	155089	1180095	
4	22644	20094	22025	28243	48617	148510	1132980	
5	22416	23697	22390	29648	49785	146181	1114307	
6	21441	20584	25593	28080	45215	144883	1123797	
7	20901	20939	23653	31291	47694	147966	1113438	
8	27242	21897	21556	27807	47552	144654	1125955	
9	20980	22196	26278	28093	49083	152593	1124257	
10	22016	23274	21702	31040	45883	149382	1124087	
