#	1	10	100	1000	10000	100000	1000000	
1	30668	30649	31950	45216	70839	165376	1138513	
2	31969	34562	33126	46550	64632	166973	1145703	
3	32558	32148	32720	44659	63998	173797	1150242	
4	34160	34287	33083	44665	63970	170208	1172394	
5	30905	32412	36193	44256	63390	169802	1155352	
6	36436	30959	34676	49551	66979	169635	1150062	
7	34257	32141	32760	43925	64190	174192	1155160	
8	31522	29224	35615	46080	69013	174316	1160157	
9	34565	34928	32481	45720	69733	170177	1128969	
10	31209	31806	31437	44775	65178	169358	1144370	
