#	1	10	100	1000	10000	100000	1000000	
1	37993	32637	34265	51082	68108	134417	758838	
2	34074	34809	34551	49669	74419	136435	754688	
3	33786	35111	34605	49401	68757	133962	769754	
4	32579	34357	33938	48973	70743	146321	794653	
5	31670	30630	33672	47690	65676	127260	778818	
6	29429	30915	31584	44807	74833	132118	772329	
7	37484	33801	35563	48462	66406	129510	772325	
8	32386	30992	37575	45040	66440	134695	774920	
9	36586	32853	34489	47714	65865	136908	760945	
10	34474	32919	38663	45032	65772	133520	766424	
