#	1	10	100	1000	10000	100000	1000000	
1	35923	33928	32912	36779	43750	54475	170916	
2	32149	32270	30388	37423	46046	54421	169678	
3	33207	38808	32136	38010	43832	55883	176233	
4	30729	34085	33802	37252	46617	58310	168152	
5	30398	31301	34714	40758	41579	53607	173241	
6	34979	31161	37235	36945	43419	52635	171941	
7	35677	34691	39336	40551	42238	58999	175384	
8	33856	30311	30193	38678	41942	57929	179259	
9	32924	29735	32526	46008	44806	61499	179883	
10	31034	33147	32812	37138	43144	54721	173903	
